NCOO,NAMIBIAN COPPER NL,0.001, 
NRTO,NOVOGEN LIMITED ,0.027, 
NSLO,NSL CONSOLIDATED LIMITED,0.005, 
NTLO,NEW TALISMAN GOLD MINES LIMITED ,0.004, 
OGXOB,ORINOCO GOLD LIMITED,0.14, 
OGXOC,ORINOCO GOLD LIMITED,0.075, 
OKUO,OKLO RESOURCES LIMITED,0.091, 
OMTO,OMNI MARKET TIDE LTD,0.005, 
OPTO,OPTHEA LIMITED,0.21, 
OZGOA,OZGROWTH LIMITED,0.005, 
PAIO,PLATINUM ASIA INVESTMENTS LIMITED ,0.016, 
PAKO,PACIFIC AMERICAN COAL LIMITED ,0.03, 
PDMO,PARADIGM METALS LIMITED ,-, 
PELOA,PELICAN RESOURCES LIMITED ,0.002, 
PENOD,PENINSULA ENERGY LIMITED,0.07, 
PIQO,PROTEOMICS INTERNATIONAL LABORATORIES LTD ,0.082, 
PLPO,PLATYPUS MINERALS LTD ,0.006, 
PLVOA,PLUTON RESOURCES LIMITED,0.009, 
PMLOB,PARMELIA RESOURCES LIMITED,0.042, 
PNRO,PANTORO LIMITED ,0.088, 
PRRO,PRIMA BIOMED LTD,0.008, 
PRWOB,PROTO RESOURCES & INVESTMENTS LTD ,0.001, 
PRWOC,PROTO RESOURCES & INVESTMENTS LTD ,-, 
PTXO,PRESCIENT THERAPEUTICS LIMITED,-, 
PWNOA,POTASH WEST NL,0.014, 
RDSOA,REDSTONE RESOURCES LIMITED,0.002, 
RGUO,REGALPOINT RESOURCES LIMITED,0.003, 
RIMOA,RIMFIRE PACIFIC MINING NL ,0.007, 
RMRO,RAM RESOURCES LIMITED ,0.001, 
RMXOE,RED MOUNTAIN MINING LIMITED ,0.001, 
RMXOF,RED MOUNTAIN MINING LIMITED ,0.001, 
RNOOA,RHINOMED LIMITED,0.003, 
RNUO,RENASCOR RESOURCES LIMITED,0.007, 
RTGO,RTG MINING INC. ,0.02, 
RYDO,RYDER CAPITAL LIMITED ,0.025, 
SAOO,SINO AUSTRALIA OIL & GAS LIMITED,0.025, 
SBUO,SIBURAN RESOURCES LIMITED ,0.046, 
SDLO,SUNDANCE RESOURCES LIMITED,0.001, 
SGQOA,ST GEORGE MINING LIMITED,0.045, 
SROO,SHAREROOT LTD ,0.005, 
SRTOA,STAR STRIKER LIMITED,0.021, 
SSNOA,SAMSON OIL & GAS LIMITED,0.001, 
ST1O,SPIRIT TELECOM LIMITED,0.001, 
STLO,STARGROUP LIMITED ,0.015, 
SURO,SUN RESOURCES NL,0.001, 
SVLO,SILVER MINES LIMITED,0.05, 
SVLOA,SILVER MINES LIMITED,-, 
SXAO,STRATA-X ENERGY LIMITED ,-, 
SXAO,STRATA-X ENERGY LIMITED ,0.009, 
SYAO,SAYONA MINING LIMITED ,0.008, 
TAGO,TAG PACIFIC LIMITED ,0.006, 
TASO,TASMAN RESOURCES LTD,0.125, 
TEXO,TARGET ENERGY LIMITED ,0.001, 
TOMO,TOMIZONE LIMITED,0.002, 
TONOA,TRITON MINERALS LTD ,0.014, 
TRLOA,TANGA RESOURCES LIMITED ,0.045, 
TV2O,TV2U INTERNATIONAL LIMITED,0.008, 
TYXOA,TYRANNA RESOURCES LIMITED ,0.01, 
URIO,URANIUM RESOURCES INC ,-, 
USRO,US RESIDENTIAL FUND ,0.003, 
VARO,VARISCAN MINES LIMITED,0.003, 
VKAO,VIKING MINES LIMITED,-, 
VMCO,VENUS METALS CORPORATION LIMITED,0.027, 
VMXO,VALMEC LIMITED,0.006, 
VPCO,VELPIC LIMITED,-, 
VRCO,VOLT RESOURCES LIMITED,0.088, 
VTMO,VOLTA MINING LIMITED,0.003, 
VXLO,VALENCE INDUSTRIES LIMITED,0.014, 
WCNOA,WHITE CLIFF MINERALS LIMITED,0.002, 
WDEO,WEALTH DEFENDER EQUITIES LIMITED,0.001, 
WHNO,WHL ENERGY LIMITED,0.001, 
WHNOA,WHL ENERGY LIMITED,0.001, 
WICOA,WESTOZ INVESTMENT COMPANY LIMITED ,0.002, 
WLEO,WAM LEADERS LIMITED ,0.055, 
WOFOA,WOLF PETROLEUM LTD,0.002, 
WPGO,WPG RESOURCES LTD ,0.034, 
XPEOB,XPED LIMITED,0.052, 
XTVO,XTV NETWORKS LTD,0.003, 
YPBO,YPB GROUP LTD ,0.077, 
ZIPO,ZIPTEL LIMITED,0.01, 
ZNCO,ZENITH MINERALS LIMITED ,0.06, 
1AG,ALTERRA LIMITED ,0.052, 
1AL,ONEALL INTERNATIONAL LIMITED,0.95, 
1PG,1-PAGE LIMITED,0.51, 
1ST,1ST AVAILABLE LTD ,0.056, 
3PL,3P LEARNING LIMITED.. ,0.735, 
4DS,4DS MEMORY LIMITED,0.025, 
88E,88 ENERGY LIMITED ,0.03, 
8CO,8COMMON LIMITED ,0.18, 
8EC,8IP EMERGING COMPANIES LIMITED,0.98, 
8IH,8I HOLDINGS LTD ,0.79, 
9SP,9 SPOKES INTERNATIONAL LIMITED,0.16, 
A2M,THE A2 MILK COMPANY LIMITED ,1.75, 
AAA,BETASHARES AUSTRALIAN HIGH INTEREST CASH ETF,50.17, 
AAC,AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,1.765, 
AAD,ARDENT LEISURE GROUP,1.88, 
AAI,ALCOA INC.,14.25, 
AAJ,ARUMA RESOURCES LIMITED ,0.012, 
AAK,AUSTRALIA CHINA HOLDINGS LIMITED,0.003, 
AAL,APAC COAL LIMITED ,0.005, 
AAP,AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,0.03, 
AAR,ANGLO AUSTRALIAN RESOURCES NL ,0.012, 
AAU,ADCORP AUSTRALIA LIMITED,0.018, 
AAX,AUSENCO LIMITED ,0.365, 
AB1,ANIMOCA BRANDS CORPORATION LIMITED,0.2, 
ABA,AUSWIDE BANK LTD,5.08, 
ABC,ADELAIDE BRIGHTON LIMITED ,5.57, 
ABL,ABILENE OIL AND GAS LIMITED ,0.009, 
ABP,ABACUS PROPERTY GROUP ,3.15, 
ABT,ABUNDANT PRODUCE LIMITED,0.94, 
ABU,ABM RESOURCES NL,0.065, 
ABV,ADVANCED BRAKING TECHNOLOGY LTD ,0.007, 
ABW,AURORA ABSOLUTE RETURN FUND ,0.83, 
ABX,AUSTRALIAN BAUXITE LIMITED. ,0.145, 
ABY,ADITYA BIRLA MINERALS LIMITED ,0.35, 
ACB,A-CAP RESOURCES LIMITED ,0.039, 
ACG,ATCOR MEDICAL HOLDINGS LIMITED,0.125, 
ACK,AUSTOCK GROUP LIMITED ,0.46, 
ACL,ALCHEMIA LIMITED,0.008, 
ACO,AUSTRALIAN CAREERS NETWORK LIMITED,3.43, 
ACP,AUDALIA RESOURCES LIMITED ,0.07, 
ACQ,ACORN CAPITAL INVESTMENT FUND LIMITED ,0.895, 
ACR,ACRUX LIMITED ,0.72, 
ACS,ACCENT RESOURCES NL ,0.08, 
ACU,ACTIVISTIC LIMITED,0.028, 
ACW,ACTINOGEN MEDICAL LIMITED ,0.072, 
ACX,ACONEX LIMITED,7.01, 
AD1,APPLYDIRECT LIMITED ,0.34, 
ADA,ADACEL TECHNOLOGIES LIMITED ,3.02, 
ADD,ADAVALE RESOURCES LIMITED ,0.015, 
ADH,ADAIRS LIMITED,2.47, 
ADJ,ADSLOT LTD,0.11, 
ADN,ADELAIDE RESOURCES LIMITED,0.021, 
ADO,ANTEO DIAGNOSTICS LIMITED ,0.04, 
ADQ,ADG GLOBAL SUPPLY LIMITED.,-, 
ADR,ADHERIUM LIMITED,0.5, 
ADV,ARDIDEN LTD ,0.027, 
ADX,ADX ENERGY LTD,0.007, 
ADY,ADMIRALTY RESOURCES NL. ,0.011, 
AEB,ALGAE.TEC LIMITED ,0.05, 
AEE,AURA ENERGY LIMITED ,0.016, 
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED ,81.11, 
AEG,ABSOLUTE EQUITY PERFORMANCE FUND LIMITED,1.18, 
AEI,AERIS ENVIRONMENTAL LTD ,0.44, 
AEJ,REDBANK ENERGY LIMITED,8, 
AER,AEERIS LTD,0.11, 
AEV,AVENIRA LIMITED ,0.19, 
AFA,ASF GROUP LIMITED ,0.295, 
AFG,AUSTRALIAN FINANCE GROUP LTD,0.99, 
AFI,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,5.61, 
AFP,AFT PHARMACEUTICALS LIMITED ,2.9, 
AFR,AFRICAN ENERGY RESOURCES LIMITED,0.042, 
AFT,AFT CORPORATION LIMITED ,0.001, 
AFY,AFTERPAY HOLDINGS LIMITED ,1.44, 
AGD,AUSTRAL GOLD LIMITED,0.165, 
AGE,ALLIGATOR ENERGY LIMITED,0.014, 
AGF,AMP CAPITAL CHINA GROWTH FUND ,0.885, 
AGG,ANGLOGOLD ASHANTI LIMITED ,4.68, 
AGI,AINSWORTH GAME TECHNOLOGY LIMITED ,2.16, 
AGJ,AGRICULTURAL LAND TRUST ,0.041, 
AGL,AGL ENERGY LIMITED. ,19.29, 
AGO,ATLAS IRON LIMITED,0.009, 
AGR,AGUIA RESOURCES LIMITED ,0.12, 
AGS,ALLIANCE RESOURCES LIMITED,0.04, 
AGX,AGENIX LIMITED,0.008, 
AGY,ARGOSY MINERALS LIMITED ,0.04, 
AHF,AUSTRALIAN DAIRY FARMS GROUP,0.175, 
AHG,AUTOMOTIVE HOLDINGS GROUP LIMITED.,3.76, 
AHK,ARK MINES LIMITED ,0.14, 
AHL,AHALIFE HOLDINGS LIMITED,0.185, 
AHN,ATHENA RESOURCES LIMITED,0.018, 
AHQ,ALLEGIANCE COAL LIMITED ,0.004, 
AHR,ANCHOR RESOURCES LIMITED,0.025, 
AHX,APIAM ANIMAL HEALTH LIMITED ,1.485, 
AHY,ASALEO CARE LIMITED ,2.1, 
AHZ,ADMEDUS LTD ,0.325, 
AIA,AUCKLAND INTERNATIONAL AIRPORT LIMITED,6.2, 
AIB,AURORA GLOBAL INCOME TRUST,0.745, 
AIK,ARMIDALE INVESTMENT CORPORATION LIMITED ,0.125, 
AIO,ASCIANO LIMITED ,8.87, 
AIQ,ALTERNATIVE INVESTMENT TRUST,0.115, 
AIR,ASTIVITA LIMITED,0.08, 
AIS,AERIS RESOURCES LIMITED ,0.027, 
AIV,ACTIVEX LIMITED ,0.009, 
AIY,AUTHORISED INVESTMENT FUND LIMITED,0.04, 
AIZ,AIR NEW ZEALAND LIMITED ,1.99, 
AJA,ASTRO JAPAN PROPERTY GROUP,6.87, 
AJC,ACACIA COAL LIMITED ,0.003, 
AJD,ASIA PACIFIC DATA CENTRE GROUP,1.465, 
AJJ,ASIAN AMERICAN MEDICAL GROUP LIMITED,0.1, 
AJL,AJ LUCAS GROUP LIMITED,0.18, 
AJM,ALTURA MINING LIMITED ,0.19, 
AJMNB,ALTURA MINING LIMITED ,-, 
AJO,ARMSTRONG JONES OFFICE FUND ,1.79, 
AJQ,ARMOUR ENERGY LIMITED ,0.055, 
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED ,0.7, 
AJY,ASAPLUS RESOURCES LIMITED ,0.24, 
AKF,ASK FUNDING LIMITED ,0.038, 
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED ,0.235, 
AKK,AUSTIN EXPLORATION LIMITED,0.006, 
AKKNA,AUSTIN EXPLORATION LIMITED,0.006, 
AKM,ASPIRE MINING LIMITED ,0.025, 
AKP,AUDIO PIXELS HOLDINGS LIMITED ,20.3, 
AKY,AUSTRALIAN MASTERS CORPORATE BOND FUND NO 5 LIMITED ,9.04, 
ALA,APPLABS TECHNOLOGIES LTD,0.098, 
ALC,ALCIDION GROUP LIMITED,0.044, 
ALF,AUSTRALIAN LEADERS FUND LIMITED ,1.445, 
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED ,1.835, 
ALK,ALKANE RESOURCES LIMITED,0.2, 
ALL,ARISTOCRAT LEISURE LIMITED,13.8, 
ALQ,ALS LIMITED ,4.89, 
ALR,ABERDEEN LEADERS LIMITED,1.05, 
ALT,ANALYTICA LIMITED ,0.005, 
ALU,ALTIUM LIMITED,6.46, 
ALY,ALCHEMY RESOURCES LIMITED ,0.024, 
AMA,AMA GROUP LIMITED ,0.805, 
AMB,AMBITION GROUP LIMITED,0.15, 
AMC,AMCOR LIMITED ,14.93, 
AME,ALTO METALS LIMITED ,0.07, 
AMH,AMCIL LIMITED ,0.96, 
AMI,AURELIA METALS LIMITED,0.135, 
AML,AEON METALS LIMITED.,0.082, 
AMN,AGRIMIN LIMITED ,0.41, 
AMO,AMBERTECH LIMITED ,0.125, 
AMP,AMP LIMITED ,5.16, 
AMPPA,AMP LIMITED ,104.96, 
AMT,ALLEGRA ORTHOPAEDICS LIMITED,0.15, 
ANB,AUSTRALIA NEW AGRIBUSINESS & CHEMICAL GROUP LTD ,0.01, 
ANG,AUSTIN ENGINEERING LIMITED,0.084, 
ANGN,AUSTIN ENGINEERING LIMITED,-, 
ANN,ANSELL LIMITED,18.17, 
ANO,ANTARIA LIMITED ,0.023, 
ANP,ANTISENSE THERAPEUTICS LIMITED,0.031, 
ANQ,ANAECO LIMITED,0.002, 
ANR,ANATARA LIFESCIENCES LTD,1.26, 
ANW,AUS TIN MINING LTD,0.007, 
ANZ,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,24.12, 
ANZPA,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,100.5, 
ANZPC,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,101.2, 
ANZPD,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,95.2, 
ANZPE,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,92.71, 
ANZPF,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,92.05, 
AOA,AUSMON RESOURCES LIMITED,0.01, 
AOD,AURORA DIVIDEND INCOME TRUST (MANAGED FUND) ,0.705, 
AOF,AUSTRALIAN UNITY OFFICE PROPERTY FUND ,2.13, 
AOG,AVEO GROUP,3.17, 
AOH,ALTONA MINING LIMITED ,0.13, 
AOK,AUSTEX OIL LIMITED,0.055, 
AON,APOLLO MINERALS LIMITED ,0.06, 
AOP,APOLLO CONSOLIDATED LIMITED ,0.075, 
AOU,AUROCH MINERALS LTD ,0.13, 
AOW,AMERICAN PATRIOT OIL & GAS LIMITED,0.16, 
APA,APA GROUP ,9.24, 
APD,APN PROPERTY GROUP LIMITED,0.5, 
APE,AP EAGERS LIMITED ,11.93, 
APG,AUSTPAC RESOURCES NL,0.004, 
API,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED,1.68, 
APN,APN NEWS & MEDIA LIMITED,4.02, 
APO,APN OUTDOOR GROUP LIMITED ,6.9, 
APW,AIMS PROPERTY SECURITIES FUND ,0.125, 
APX,APPEN LIMITED ,2.59, 
APY,AZONTO PETROLEUM LTD,0.007, 
APZ,ASPEN GROUP ,1.2, 
AQC,AUSTRALIAN PACIFIC COAL LIMITED ,0.017, 
AQD,AUSQUEST LIMITED,0.013, 
AQF,AUSQUEST LIMITED,1.72, 
AQG,ALACER GOLD CORP. ,3.16, 
AQI,ALICANTO MINERALS LIMITED ,0.165, 
AQJ,AUS ASIA MINERALS LIMITED ,0.001, 
AQQ,APHRODITE GOLD LIMITED,0.026, 
AQS,AQUIS ENTERTAINMENT LIMITED ,0.068, 
AQU,AQUAINT CAPITAL HOLDINGS LIMITED,0.1, 
AQX,ALICE QUEEN LIMITED ,0.035, 
AQZ,ALLIANCE AVIATION SERVICES LIMITED,0.5, 
AR1,ARROWHEAD RESOURCES LIMITED ,0.012, 
ARA,ARIADNE AUSTRALIA LIMITED ,0.34, 
ARB,ARB CORPORATION LIMITED.,16.74, 
ARC,AUSTRALIAN RURAL CAPITAL LIMITED,0.57, 
ARD,ARGENT MINERALS LIMITED ,0.03, 
ARE,ARGONAUT RESOURCES NL ,0.012, 
ARF,ARENA REIT. ,1.99, 
ARG,ARGO INVESTMENTS LIMITED,7.37, 
ARH,AUSTRALASIAN RESOURCES LIMITED,0.005, 
ARI,ARRIUM LIMITED,0.022, 
ARK,AUSROC METALS LTD ,-, 
ARM,AURORA MINERALS LIMITED ,0.054, 
ARO,ASTRO RESOURCES NL,0.015, 
ARS,ALT RESOURCES LIMITED ,0.11, 
ARU,ARAFURA RESOURCES LIMITED ,0.048, 
ARV,ARTEMIS RESOURCES LIMITED ,0.001, 
ARW,AUSTRALIAN RENEWABLE FUELS LIMITED,0.145, 
ARX,ARC EXPLORATION LIMITED ,0.45, 
ASB,AUSTAL LIMITED,1.21, 
ASH,ASHLEY SERVICES GROUP LIMITED ,0.22, 
ASL,AUSDRILL LIMITED,0.72, 
ASN,ANSON RESOURCES LIMITED ,0.035, 
ASP,ASPERMONT LIMITED.,0.01, 
AST,AUSNET SERVICES LIMITED ,1.64, 
ASW,ADVANCED SHARE REGISTRY LIMITED ,0.625, 
ASX,ASX LIMITED ,45.76, 
ASY,ASSEMBLEBAY LIMITED ,0.02, 
ASZ,ASG GROUP LIMITED ,0.91, 
ATA,ATC ALLOYS LTD,0.025, 
ATC,ALTECH CHEMICALS LTD,0.185, 
ATI,ATLANTIC LIMITED,0.175, 
ATM,ANEKA TAMBANG (PERSERO) TBK (PT),1.25, 
ATP,ATLAS PEARLS AND PERFUMES LTD ,0.032, 
ATR,ASTRON CORPORATION LIMITED,0.17, 
ATU,ATRUM COAL NL ,0.5, 
AUB,AUB GROUP LIMITED ,10.1, 
AUC,AUSGOLD LIMITED ,0.052, 
AUF,ASIAN MASTERS FUND LIMITED,1.24, 
AUI,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,7.15, 
AUK,AUGUR RESOURCES LIMITED ,0.013, 
AUP,AURORA PROPERTY BUY-WRITE INCOME TRUST,5.7, 
AUQ,ALARA RESOURCES LIMITED ,0.028, 
AUST,BETASHARES MANAGED RISK AUSTRALIAN SHARE FUND ,14.93, 
AUZ,AUSTRALIAN MINES LIMITED,0.009, 
AUZNB,AUSTRALIAN MINES LIMITED,-, 
AVB,AVANCO RESOURCES LIMITED,0.058, 
AVD,ANTILLES OIL AND GAS NL ,0.018, 
AVG,AUSTRALIAN VINTAGE LTD,0.565, 
AVH,AVITA MEDICAL LTD ,0.092, 
AVI,AVALON MINERALS LIMITED ,0.016, 
AVJ,AVJENNINGS LIMITED,0.56, 
AVL,AUSTRALIAN VANADIUM LIMITED ,0.012, 
AVN,AVENTUS RETAIL PROPERTY FUND,2.36, 
AVQ,AXIOM MINING LIMITED,0.2, 
AVX,AVEXA LIMITED ,0.03, 
AVZ,AVZ MINERALS LIMITED,0.012, 
AWC,ALUMINA LIMITED ,1.295, 
AWE,AWE LIMITED ,0.83, 
AWN,AROWANA INTERNATIONAL LIMITED ,0.45, 
AWQ,AROWANA AUSTRALASIAN VALUE OPPORTUNITIES FUND LIMITED ,1.015, 
AWQN,AROWANA AUSTRALASIAN VALUE OPPORTUNITIES FUND LIMITED ,-, 
AWV,ANOVA METALS LIMITED,0.125, 
AWW,ANTARES MINING LIMITED,-, 
AWY,AUSTRALIAN WHISKY HOLDINGS LIMITED,0.001, 
AXE,ARCHER EXPLORATION LIMITED,0.072, 
AXI,AXIOM PROPERTIES LIMITED,0.049, 
AXP,"AIRXPANDERS, INC. ",0.93, 
AXT,ARGO EXPLORATION LIMITED,0.075, 
AXZ,AMEX RESOURCES LIMITED,0.2, 
AYA,ATTILA RESOURCES LIMITED,0.195, 
AYB,AUSTRALIAN NATURAL PROTEINS LIMITED ,0.029, 
